language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
es,128,True,0.25,100,128,10,2,2,0.27788005272547406,0.9329812649314724,2508110
