language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
lt,128,True,0.5,100,128,20,2,3,0.6834260722001394,0.7704222754932694,1485631
