language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
ta,128,True,0.5,100,128,20,2,3,1.633492112159729,0.4738430583501006,1122503
