language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
en,128,True,0.5,100,128,20,2,3,0.2713547901195638,0.9151259164807141,2017231
