language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
cs,128,True,0.5,100,128,20,2,3,0.1781220286153257,0.9420078196872125,5156031
