language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
ar,128,True,0.25,100,128,10,2,2,0.16754329949617386,0.9423730012735249,2224310
