language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
ar,128,True,0.5,100,128,20,2,3,0.16843917965888977,0.9460874487052497,2619574
