language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
ta,128,True,0.25,100,128,10,2,2,1.8622510433197021,0.3983903420523139,727239
