language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
af,128,True,0.5,100,128,20,2,3,0.31116753816604614,0.9122702434177844,1267474
