language,batch_size,bidirectional,dropout,embedding_dim,hidden_dim,max_epoch,min_freq,n_layers,test_loss,test_accuracy,trainable_parameters
es,128,True,0.5,100,128,20,2,3,0.2812420179446538,0.9329812649314724,2903374
